IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.27.211,8880,8880,false,NRT,Asia Pacific,Tokyo,98,3.37
47.74.46.84,2087,2087,true,NRT,Asia Pacific,Tokyo,99,3.37
8.209.214.157,80,80,false,NRT,Asia Pacific,Tokyo,75,3.37
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,3.37
47.236.116.208,2095,2095,false,SIN,Asia Pacific,Singapore,32,3.36
8.222.255.15,2095,2095,false,SIN,Asia Pacific,Singapore,28,3.36
8.219.174.142,8880,8880,false,SIN,Asia Pacific,Singapore,3,3.36
8.222.244.123,8880,8880,false,SIN,Asia Pacific,Singapore,33,3.36
8.222.129.32,80,80,false,SIN,Asia Pacific,Singapore,43,3.36
8.219.12.152,8443,8443,true,SIN,Asia Pacific,Singapore,82,3.35
8.218.2.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,3.35
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,25,3.35
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,44,3.35
8.219.4.122,8443,8443,true,SIN,Asia Pacific,Singapore,50,3.35
47.74.5.99,8443,8443,true,NRT,Asia Pacific,Tokyo,229,3.35
47.245.26.167,8443,8443,true,NRT,Asia Pacific,Tokyo,106,3.34
47.74.54.145,8443,8443,true,NRT,Asia Pacific,Tokyo,156,3.33
8.222.128.131,80,80,false,SIN,Asia Pacific,Singapore,26,3.32
47.74.0.183,80,80,false,NRT,Asia Pacific,Tokyo,114,3.31
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,3.31
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,102,3.31
47.74.13.66,8443,8443,true,NRT,Asia Pacific,Tokyo,118,3.31
8.219.58.64,80,80,false,SIN,Asia Pacific,Singapore,9,3.31
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,120,3.31
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,87,3.31
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,19,3.30
8.222.223.34,2095,2095,false,SIN,Asia Pacific,Singapore,28,3.30
8.222.221.197,2087,2087,true,SIN,Asia Pacific,Singapore,92,3.30
8.209.246.24,8080,8080,false,NRT,Asia Pacific,Tokyo,77,3.29
47.74.34.135,80,80,false,NRT,Asia Pacific,Tokyo,91,3.29
8.222.212.172,2095,2095,false,SIN,Asia Pacific,Singapore,40,3.29
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,3.28
47.245.42.210,2096,2096,true,NRT,Asia Pacific,Tokyo,105,3.28
8.222.219.34,2052,2052,false,SIN,Asia Pacific,Singapore,19,3.27
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,18,3.27
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,3.27
8.210.192.93,80,80,false,HKG,Asia Pacific,Hong Kong,49,3.26
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,3.26
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,49,3.26
47.74.16.255,2083,2083,true,NRT,Asia Pacific,Tokyo,127,3.26
47.76.94.15,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,3.26
8.222.224.162,2082,2082,false,SIN,Asia Pacific,Singapore,14,3.26
47.74.13.66,2052,2052,false,NRT,Asia Pacific,Tokyo,94,3.26
8.209.241.128,8443,8443,true,NRT,Asia Pacific,Tokyo,126,3.26
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,55,3.26
47.74.42.111,2087,2087,true,NRT,Asia Pacific,Tokyo,167,3.25
8.222.238.141,2082,2082,false,SIN,Asia Pacific,Singapore,38,3.25
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,13,3.25
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,3.25
8.209.243.99,2095,2095,false,NRT,Asia Pacific,Tokyo,82,3.25
47.74.13.200,2095,2095,false,NRT,Asia Pacific,Tokyo,76,3.25
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,3.24
8.218.2.181,8080,8080,false,HKG,Asia Pacific,Hong Kong,69,3.23
47.74.13.239,2096,2096,true,NRT,Asia Pacific,Tokyo,118,3.23
47.245.30.208,2096,2096,true,NRT,Asia Pacific,Tokyo,111,3.23
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,40,3.23
47.74.46.84,8443,8443,true,NRT,Asia Pacific,Tokyo,195,3.23
47.245.41.69,8080,8080,false,NRT,Asia Pacific,Tokyo,76,3.23
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,3.22
47.243.70.197,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,3.22
47.91.19.249,2095,2095,false,NRT,Asia Pacific,Tokyo,92,3.21
47.74.13.23,2053,2053,true,NRT,Asia Pacific,Tokyo,261,3.21
8.222.253.235,80,80,false,SIN,Asia Pacific,Singapore,128,3.21
47.74.15.120,2083,2083,true,NRT,Asia Pacific,Tokyo,196,3.21
8.209.222.31,8080,8080,false,NRT,Asia Pacific,Tokyo,75,3.20
47.74.14.85,2087,2087,true,NRT,Asia Pacific,Tokyo,205,3.19
47.245.4.219,2087,2087,true,NRT,Asia Pacific,Tokyo,142,3.19
47.91.23.146,8880,8880,false,NRT,Asia Pacific,Tokyo,79,3.19
47.236.19.51,2052,2052,false,SIN,Asia Pacific,Singapore,20,3.18
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,3.18
8.209.240.229,2096,2096,true,NRT,Asia Pacific,Tokyo,120,3.17
47.74.7.51,2052,2052,false,NRT,Asia Pacific,Tokyo,98,3.17
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,21,3.17
47.74.5.99,2082,2082,false,NRT,Asia Pacific,Tokyo,106,3.17
47.74.18.121,8880,8880,false,NRT,Asia Pacific,Tokyo,80,3.17
47.245.13.93,8880,8880,false,NRT,Asia Pacific,Tokyo,91,3.17
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,4,3.17
8.209.214.157,2095,2095,false,NRT,Asia Pacific,Tokyo,76,3.16
47.245.37.89,2053,2053,true,NRT,Asia Pacific,Tokyo,431,3.16
47.74.13.200,8080,8080,false,NRT,Asia Pacific,Tokyo,96,3.16
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,74,3.16
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,3.15
47.76.94.15,443,443,true,HKG,Asia Pacific,Hong Kong,53,3.15
47.245.52.153,2083,2083,true,NRT,Asia Pacific,Tokyo,142,3.15
47.74.26.132,2052,2052,false,NRT,Asia Pacific,Tokyo,80,3.15
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,4,3.14
8.209.246.24,2095,2095,false,NRT,Asia Pacific,Tokyo,72,3.14
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,59,3.14
8.209.246.24,8880,8880,false,NRT,Asia Pacific,Tokyo,74,3.14
47.74.22.171,2095,2095,false,NRT,Asia Pacific,Tokyo,77,3.14
8.222.223.34,8880,8880,false,SIN,Asia Pacific,Singapore,62,3.13
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,3.13
8.219.6.157,2052,2052,false,SIN,Asia Pacific,Singapore,36,3.13
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,3.13
8.222.213.221,2082,2082,false,SIN,Asia Pacific,Singapore,24,3.13
47.74.5.233,8443,8443,true,NRT,Asia Pacific,Tokyo,135,3.12
8.218.158.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,3.12
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,6,3.11
47.74.34.73,8880,8880,false,NRT,Asia Pacific,Tokyo,86,3.11
47.74.5.233,2087,2087,true,NRT,Asia Pacific,Tokyo,159,3.11
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,3.10
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,3.10
47.91.3.112,2087,2087,true,NRT,Asia Pacific,Tokyo,77,3.10
47.91.23.146,2096,2096,true,NRT,Asia Pacific,Tokyo,85,3.09
8.218.158.94,443,443,true,HKG,Asia Pacific,Hong Kong,75,3.09
8.222.244.123,80,80,false,SIN,Asia Pacific,Singapore,27,3.09
47.236.7.206,8880,8880,false,SIN,Asia Pacific,Singapore,25,3.09
8.217.49.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,3.08
47.74.50.249,2095,2095,false,NRT,Asia Pacific,Tokyo,79,3.08
8.219.101.72,2083,2083,true,SIN,Asia Pacific,Singapore,88,3.08
47.74.5.150,2052,2052,false,NRT,Asia Pacific,Tokyo,79,3.07
47.245.9.228,2087,2087,true,NRT,Asia Pacific,Tokyo,127,3.06
47.236.7.246,2053,2053,true,SIN,Asia Pacific,Singapore,87,3.06
8.219.193.22,2083,2083,true,SIN,Asia Pacific,Singapore,62,3.06
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,35,3.06
47.74.13.66,80,80,false,NRT,Asia Pacific,Tokyo,83,3.05
47.245.12.179,2052,2052,false,NRT,Asia Pacific,Tokyo,85,3.05
47.91.16.214,8880,8880,false,NRT,Asia Pacific,Tokyo,77,3.05
47.74.13.239,8443,8443,true,NRT,Asia Pacific,Tokyo,178,3.05
8.210.3.24,443,443,true,HKG,Asia Pacific,Hong Kong,78,3.05
47.243.161.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,3.05
47.236.4.129,2083,2083,true,SIN,Asia Pacific,Singapore,30,3.04
47.74.52.188,2096,2096,true,NRT,Asia Pacific,Tokyo,161,3.04
8.219.251.81,2082,2082,false,SIN,Asia Pacific,Singapore,24,3.04
8.218.201.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,3.04
8.218.181.189,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,3.03
47.236.7.13,2096,2096,true,SIN,Asia Pacific,Singapore,52,3.03
8.218.85.128,443,443,true,HKG,Asia Pacific,Hong Kong,77,3.02
47.91.16.198,8443,8443,true,NRT,Asia Pacific,Tokyo,99,3.01
47.245.6.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,159,3.01
47.91.29.108,2086,2086,false,NRT,Asia Pacific,Tokyo,82,3.00
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,43,3.00
47.74.18.121,80,80,false,NRT,Asia Pacific,Tokyo,101,3.00
47.245.11.108,2086,2086,false,NRT,Asia Pacific,Tokyo,76,3.00
47.245.53.50,2053,2053,true,NRT,Asia Pacific,Tokyo,84,3.00
47.74.3.2,2082,2082,false,NRT,Asia Pacific,Tokyo,107,3.00
47.76.94.15,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,2.99
8.222.198.105,80,80,false,SIN,Asia Pacific,Singapore,16,2.99
8.210.3.24,80,80,false,HKG,Asia Pacific,Hong Kong,34,2.99
47.74.10.135,2053,2053,true,NRT,Asia Pacific,Tokyo,259,2.99
47.243.70.197,8443,8443,true,HKG,Asia Pacific,Hong Kong,105,2.98
47.245.2.231,2083,2083,true,NRT,Asia Pacific,Tokyo,82,2.98
47.74.4.47,2052,2052,false,NRT,Asia Pacific,Tokyo,73,2.98
47.236.7.246,2052,2052,false,SIN,Asia Pacific,Singapore,41,2.96
8.218.105.223,80,80,false,HKG,Asia Pacific,Hong Kong,50,2.96
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,2.95
47.242.17.250,443,443,true,HKG,Asia Pacific,Hong Kong,65,2.94
8.219.58.64,2082,2082,false,SIN,Asia Pacific,Singapore,20,2.94
8.222.144.117,443,443,true,SIN,Asia Pacific,Singapore,156,2.94
8.222.229.102,2053,2053,true,SIN,Asia Pacific,Singapore,108,2.93
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,2.92
47.74.3.2,2087,2087,true,NRT,Asia Pacific,Tokyo,145,2.92
8.219.235.164,2053,2053,true,SIN,Asia Pacific,Singapore,75,2.92
47.243.70.197,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,2.92
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,70,2.92
8.218.8.142,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,2.92
47.245.37.89,2083,2083,true,NRT,Asia Pacific,Tokyo,146,2.92
47.245.11.108,2052,2052,false,NRT,Asia Pacific,Tokyo,84,2.91
47.236.4.129,2087,2087,true,SIN,Asia Pacific,Singapore,41,2.91
8.218.105.223,8080,0,false,HKG,Asia Pacific,Hong Kong,39,2.91
47.91.19.249,2083,2083,true,NRT,Asia Pacific,Tokyo,153,2.91
47.91.10.228,2083,2083,true,NRT,Asia Pacific,Tokyo,86,2.90
47.243.161.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,2.90
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,2.90
47.91.19.249,2096,2096,true,NRT,Asia Pacific,Tokyo,125,2.90
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,2.90
8.209.214.157,8080,8080,false,NRT,Asia Pacific,Tokyo,74,2.90
47.243.162.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,2.89
47.236.19.51,8443,8443,true,SIN,Asia Pacific,Singapore,72,2.89
47.245.41.84,2053,2053,true,NRT,Asia Pacific,Tokyo,86,2.89
47.74.16.67,2086,2086,false,NRT,Asia Pacific,Tokyo,86,2.89
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,99,2.89
47.74.7.51,2053,2053,true,NRT,Asia Pacific,Tokyo,320,2.88
8.219.193.22,8443,8443,true,SIN,Asia Pacific,Singapore,67,2.88
47.74.11.132,8443,8443,true,NRT,Asia Pacific,Tokyo,263,2.88
8.209.248.161,2052,2052,false,NRT,Asia Pacific,Tokyo,93,2.87
8.219.164.237,443,443,true,SIN,Asia Pacific,Singapore,37,2.87
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,2.87
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,177,2.87
8.209.243.137,2082,2082,false,NRT,Asia Pacific,Tokyo,72,2.86
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,104,2.86
8.219.213.112,2083,2083,true,SIN,Asia Pacific,Singapore,115,2.86
47.91.16.198,80,80,false,NRT,Asia Pacific,Tokyo,92,2.85
47.74.22.171,2082,2082,false,NRT,Asia Pacific,Tokyo,89,2.84
47.243.161.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,2.84
8.219.58.64,2087,2087,true,SIN,Asia Pacific,Singapore,60,2.83
47.74.39.194,80,80,false,NRT,Asia Pacific,Tokyo,90,2.83
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,2.82
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,2.82
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,2.82
47.76.94.15,8880,8880,false,HKG,Asia Pacific,Hong Kong,70,2.82
47.74.12.139,2083,2083,true,NRT,Asia Pacific,Tokyo,270,2.81
47.236.4.129,8080,8080,false,SIN,Asia Pacific,Singapore,54,2.81
8.222.140.87,443,443,true,SIN,Asia Pacific,Singapore,51,2.81
47.236.7.246,8080,8080,false,SIN,Asia Pacific,Singapore,18,2.81
8.222.213.221,80,80,false,SIN,Asia Pacific,Singapore,38,2.81
47.91.31.235,8880,8880,false,NRT,Asia Pacific,Tokyo,84,2.80
8.222.167.147,2087,2087,true,SIN,Asia Pacific,Singapore,4,2.79
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,2.79
47.74.13.23,2095,2095,false,NRT,Asia Pacific,Tokyo,78,2.78
8.209.241.128,2087,2087,true,NRT,Asia Pacific,Tokyo,78,2.78
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,2.78
8.209.240.227,2086,2086,false,NRT,Asia Pacific,Tokyo,73,2.78
47.91.2.165,2083,0,true,NRT,Asia Pacific,Tokyo,91,2.78
47.74.5.150,8880,8880,false,NRT,Asia Pacific,Tokyo,99,2.78
47.91.18.207,8443,8443,true,NRT,Asia Pacific,Tokyo,126,2.77
47.245.11.216,8443,8443,true,NRT,Asia Pacific,Tokyo,155,2.77
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,2.76
8.222.210.182,80,80,false,SIN,Asia Pacific,Singapore,57,2.76
8.209.246.24,2052,2052,false,NRT,Asia Pacific,Tokyo,86,2.76
47.74.26.131,8080,8080,false,NRT,Asia Pacific,Tokyo,96,2.76
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,38,2.75
47.74.16.255,80,80,false,NRT,Asia Pacific,Tokyo,76,2.75
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,2.75
47.74.3.2,8080,8080,false,NRT,Asia Pacific,Tokyo,82,2.75
47.74.26.196,8080,8080,false,HKG,Asia Pacific,Hong Kong,179,2.74
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,35,2.74
47.245.10.77,2083,2083,true,NRT,Asia Pacific,Tokyo,103,2.74
47.74.6.16,2086,2086,false,NRT,Asia Pacific,Tokyo,91,2.74
8.218.52.115,443,443,true,HKG,Asia Pacific,Hong Kong,117,2.73
47.236.116.208,8880,8880,false,SIN,Asia Pacific,Singapore,21,2.73
8.219.193.22,2053,2053,true,SIN,Asia Pacific,Singapore,112,2.73
8.209.240.227,2095,2095,false,NRT,Asia Pacific,Tokyo,74,2.73
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,2.73
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,2.72
47.236.11.84,2096,2096,true,SIN,Asia Pacific,Singapore,60,2.71
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,2.71
8.219.247.203,443,443,true,SIN,Asia Pacific,Singapore,80,2.71
47.245.8.185,2052,2052,false,NRT,Asia Pacific,Tokyo,76,2.71
47.236.94.109,2052,2052,false,SIN,Asia Pacific,Singapore,23,2.71
8.218.188.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,2.71
47.91.16.198,2095,2095,false,NRT,Asia Pacific,Tokyo,92,2.70
8.222.169.182,2087,2087,true,SIN,Asia Pacific,Singapore,87,2.70
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,2.70
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,85,2.70
8.209.200.73,80,80,false,NRT,Asia Pacific,Tokyo,78,2.70
8.210.250.120,80,80,false,HKG,Asia Pacific,Hong Kong,90,2.70
47.236.7.246,2095,2095,false,SIN,Asia Pacific,Singapore,11,2.69
8.222.224.17,2095,2095,false,SIN,Asia Pacific,Singapore,66,2.69
47.74.42.111,8080,8080,false,NRT,Asia Pacific,Tokyo,78,2.68
8.209.243.99,2096,2096,true,NRT,Asia Pacific,Tokyo,110,2.68
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,60,2.68
47.245.11.62,2086,2086,false,NRT,Asia Pacific,Tokyo,86,2.68
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,63,2.67
47.245.8.156,2053,2053,true,NRT,Asia Pacific,Tokyo,151,2.67
8.222.202.163,8080,8080,false,SIN,Asia Pacific,Singapore,23,2.66
47.243.70.197,443,443,true,HKG,Asia Pacific,Hong Kong,84,2.66
8.222.221.86,8880,8880,false,SIN,Asia Pacific,Singapore,32,2.66
8.210.21.65,2087,2087,true,HKG,Asia Pacific,Hong Kong,107,2.65
47.245.57.38,8443,8443,true,HKG,Asia Pacific,Hong Kong,162,2.65
8.219.213.112,443,443,true,SIN,Asia Pacific,Singapore,113,2.64
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,39,2.64
8.218.2.181,443,443,true,HKG,Asia Pacific,Hong Kong,72,2.64
47.245.14.216,80,80,false,NRT,Asia Pacific,Tokyo,73,2.64
47.243.162.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,2.64
47.91.29.108,8080,8080,false,NRT,Asia Pacific,Tokyo,74,2.63
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,64,2.63
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,2.63
8.210.39.96,443,443,true,HKG,Asia Pacific,Hong Kong,76,2.63
8.222.140.87,2095,2095,false,SIN,Asia Pacific,Singapore,32,2.62
8.219.142.229,2096,2096,true,SIN,Asia Pacific,Singapore,78,2.62
8.210.250.120,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,2.62
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,98,2.61
47.74.12.139,2082,2082,false,NRT,Asia Pacific,Tokyo,85,2.61
8.209.248.161,8880,8880,false,NRT,Asia Pacific,Tokyo,76,2.60
8.209.212.5,80,80,false,NRT,Asia Pacific,Tokyo,84,2.59
47.91.16.214,2082,2082,false,NRT,Asia Pacific,Tokyo,115,2.59
47.245.32.215,2096,2096,true,NRT,Asia Pacific,Tokyo,144,2.59
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,2.59
8.222.224.163,8080,8080,false,SIN,Asia Pacific,Singapore,13,2.59
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,97,2.58
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,8,2.58
8.219.84.102,2096,2096,true,SIN,Asia Pacific,Singapore,76,2.58
47.245.52.153,2053,2053,true,NRT,Asia Pacific,Tokyo,149,2.58
8.218.8.142,443,443,true,HKG,Asia Pacific,Hong Kong,86,2.57
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,2.57
47.74.26.196,2083,2083,true,HKG,Asia Pacific,Hong Kong,280,2.57
47.245.37.12,2095,2095,false,NRT,Asia Pacific,Tokyo,76,2.57
8.218.8.142,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,2.56
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,2.56
8.218.22.210,443,443,true,HKG,Asia Pacific,Hong Kong,56,2.56
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,2.56
8.219.215.214,8880,8880,false,SIN,Asia Pacific,Singapore,11,2.55
8.219.60.68,2053,2053,true,SIN,Asia Pacific,Singapore,57,2.54
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,2.54
8.219.113.27,2096,2096,true,SIN,Asia Pacific,Singapore,135,2.54
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,49,2.53
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,51,2.53
8.219.245.187,2086,2086,false,SIN,Asia Pacific,Singapore,9,2.53
47.74.54.145,2053,2053,true,NRT,Asia Pacific,Tokyo,127,2.53
47.243.203.119,443,443,true,HKG,Asia Pacific,Hong Kong,108,2.52
8.222.211.124,80,80,false,SIN,Asia Pacific,Singapore,36,2.52
47.74.7.51,2082,2082,false,NRT,Asia Pacific,Tokyo,86,2.52
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,2.51
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,19,2.51
8.218.18.235,443,443,true,HKG,Asia Pacific,Hong Kong,87,2.51
47.91.18.207,2082,2082,false,NRT,Asia Pacific,Tokyo,78,2.50
47.245.42.210,2095,2095,false,NRT,Asia Pacific,Tokyo,90,2.49
8.219.193.22,2052,2052,false,SIN,Asia Pacific,Singapore,18,2.49
8.219.3.53,2052,2052,false,SIN,Asia Pacific,Singapore,45,2.49
8.219.213.112,2052,2052,false,SIN,Asia Pacific,Singapore,23,2.48
8.218.18.132,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,2.46
8.209.214.157,8880,8880,false,NRT,Asia Pacific,Tokyo,90,2.46
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,2.46
47.245.37.125,2087,2087,true,NRT,Asia Pacific,Tokyo,84,2.46
8.222.255.15,8880,8880,false,SIN,Asia Pacific,Singapore,12,2.46
47.74.16.67,2052,2052,false,NRT,Asia Pacific,Tokyo,81,2.45
8.209.248.161,8443,8443,true,NRT,Asia Pacific,Tokyo,97,2.45
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,30,2.45
8.209.214.222,2095,2095,false,NRT,Asia Pacific,Tokyo,73,2.45
47.245.8.219,2082,2082,false,NRT,Asia Pacific,Tokyo,86,2.45
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,2.44
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,22,2.44
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,61,2.43
8.222.154.50,2095,2095,false,SIN,Asia Pacific,Singapore,26,2.43
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,2.42
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,95,2.41
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,161,2.41
47.236.7.206,2082,2082,false,SIN,Asia Pacific,Singapore,28,2.41
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,82,2.41
8.219.250.239,2053,2053,true,SIN,Asia Pacific,Singapore,132,2.40
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,52,2.39
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,2.39
47.245.54.140,2082,2082,false,NRT,Asia Pacific,Tokyo,82,2.39
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,2.38
8.210.21.65,443,443,true,HKG,Asia Pacific,Hong Kong,72,2.38
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,2.38
47.236.15.73,80,80,false,SIN,Asia Pacific,Singapore,17,2.37
8.219.213.112,2052,2052,false,SIN,Asia Pacific,Singapore,12,2.36
47.245.11.216,2083,2083,true,NRT,Asia Pacific,Tokyo,74,2.36
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,2.36
47.74.18.121,2083,2083,true,NRT,Asia Pacific,Tokyo,232,2.35
47.74.15.120,2052,2052,false,NRT,Asia Pacific,Tokyo,97,2.35
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,2.35
47.74.54.33,8880,8880,false,NRT,Asia Pacific,Tokyo,83,2.34
47.91.22.115,80,80,false,NRT,Asia Pacific,Tokyo,90,2.34
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,38,2.34
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,2.34
47.243.183.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,2.33
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,2.33
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,2.33
8.222.229.102,2052,2052,false,SIN,Asia Pacific,Singapore,17,2.32
8.222.147.203,80,80,false,SIN,Asia Pacific,Singapore,64,2.32
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,2.31
8.219.102.252,2083,2083,true,SIN,Asia Pacific,Singapore,137,2.31
8.209.222.31,2087,2087,true,NRT,Asia Pacific,Tokyo,92,2.31
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,58,2.31
47.245.53.101,2083,2083,true,NRT,Asia Pacific,Tokyo,164,2.30
8.219.140.229,8443,8443,true,SIN,Asia Pacific,Singapore,69,2.30
8.222.221.90,2052,2052,false,SIN,Asia Pacific,Singapore,33,2.30
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,74,2.29
