IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.198.53,8443,8443,true,NRT,Asia Pacific,Tokyo,101,9.06
158.101.144.34,2052,2052,false,NRT,Asia Pacific,Tokyo,105,9.06
158.101.144.189,2082,2082,false,NRT,Asia Pacific,Tokyo,98,9.06
141.147.164.54,2087,2087,true,NRT,Asia Pacific,Tokyo,121,9.06
138.2.14.209,8443,8443,true,NRT,Asia Pacific,Tokyo,111,9.06
168.138.202.145,8443,8443,true,NRT,Asia Pacific,Tokyo,86,9.06
138.2.8.232,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.05
168.138.206.68,2083,2083,true,NRT,Asia Pacific,Tokyo,99,9.05
151.145.71.127,8080,8080,false,NRT,Asia Pacific,Tokyo,121,9.05
130.162.231.173,443,443,true,CDG,Europe,Paris,170,9.05
150.230.212.213,2052,2052,false,NRT,Asia Pacific,Tokyo,98,9.04
130.162.177.222,443,443,true,AMS,Europe,Amsterdam,184,9.04
158.101.158.251,2053,2053,true,NRT,Asia Pacific,Tokyo,101,9.04
138.2.14.209,2053,2053,true,NRT,Asia Pacific,Tokyo,100,9.03
138.2.8.232,2052,2052,false,NRT,Asia Pacific,Tokyo,84,9.03
151.145.71.40,2053,2053,true,NRT,Asia Pacific,Tokyo,114,9.03
168.138.192.185,2052,2052,false,NRT,Asia Pacific,Tokyo,100,9.03
150.230.220.232,2082,2082,false,NRT,Asia Pacific,Tokyo,105,9.02
140.238.51.89,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.02
141.147.178.202,80,80,false,NRT,Asia Pacific,Tokyo,81,9.02
158.101.147.4,2083,2083,true,NRT,Asia Pacific,Tokyo,76,9.02
84.235.169.183,443,443,true,FRA,Europe,Frankfurt,218,9.02
168.138.207.64,2086,2086,false,NRT,Asia Pacific,Tokyo,98,9.02
193.122.62.27,443,443,true,AMS,Europe,Amsterdam,165,9.00
140.238.50.32,2096,2096,true,NRT,Asia Pacific,Tokyo,150,9.00
138.2.14.164,8080,8080,false,NRT,Asia Pacific,Tokyo,97,9.00
168.138.202.145,80,80,false,NRT,Asia Pacific,Tokyo,96,8.99
138.2.13.133,2053,2053,true,NRT,Asia Pacific,Tokyo,112,8.98
150.230.212.87,8880,8880,false,NRT,Asia Pacific,Tokyo,98,8.98
168.138.200.155,80,80,false,NRT,Asia Pacific,Tokyo,102,8.98
151.145.70.28,2052,2052,false,NRT,Asia Pacific,Tokyo,101,8.97
140.238.54.166,2052,2052,false,NRT,Asia Pacific,Tokyo,104,8.97
158.101.155.246,8443,8443,true,NRT,Asia Pacific,Tokyo,75,8.96
168.138.197.222,2087,2087,true,NRT,Asia Pacific,Tokyo,87,8.96
150.230.220.232,2086,2086,false,NRT,Asia Pacific,Tokyo,79,8.96
158.101.150.74,8080,8080,false,NRT,Asia Pacific,Tokyo,100,8.96
138.2.14.164,2096,2096,true,NRT,Asia Pacific,Tokyo,119,8.95
138.2.7.72,2086,2086,false,NRT,Asia Pacific,Tokyo,99,8.94
140.238.32.238,2096,2096,true,NRT,Asia Pacific,Tokyo,99,8.94
140.238.62.12,2096,2096,true,NRT,Asia Pacific,Tokyo,109,8.94
132.226.132.52,443,443,true,CDG,Europe,Paris,175,8.94
140.238.46.138,2087,2087,true,NRT,Asia Pacific,Tokyo,91,8.93
158.101.147.4,8880,8880,false,NRT,Asia Pacific,Tokyo,101,8.93
168.138.200.159,2052,2052,false,NRT,Asia Pacific,Tokyo,90,8.93
150.230.109.138,2096,2096,true,NRT,Asia Pacific,Tokyo,100,8.92
140.238.39.21,2096,2096,true,NRT,Asia Pacific,Tokyo,126,8.91
150.230.107.197,2095,2095,false,NRT,Asia Pacific,Tokyo,99,8.91
140.238.35.138,2087,2087,true,NRT,Asia Pacific,Tokyo,105,8.91
140.238.35.138,2053,2053,true,NRT,Asia Pacific,Tokyo,111,8.90
158.101.158.251,8443,8443,true,NRT,Asia Pacific,Tokyo,108,8.89
150.230.216.34,8080,8080,false,NRT,Asia Pacific,Tokyo,98,8.89
158.101.139.42,2095,2095,false,NRT,Asia Pacific,Tokyo,99,8.89
150.230.220.232,2087,2087,true,NRT,Asia Pacific,Tokyo,111,8.88
141.147.164.153,8880,8880,false,NRT,Asia Pacific,Tokyo,101,8.88
84.235.162.234,443,443,true,FRA,Europe,Frankfurt,206,8.88
151.145.65.8,2095,2095,false,NRT,Asia Pacific,Tokyo,77,8.87
138.2.7.72,2053,2053,true,NRT,Asia Pacific,Tokyo,106,8.87
141.147.169.131,2083,2083,true,NRT,Asia Pacific,Tokyo,111,8.86
130.162.61.115,443,443,true,CDG,Europe,Paris,169,8.86
150.230.221.219,2083,2083,true,NRT,Asia Pacific,Tokyo,97,8.86
141.144.195.222,443,443,true,FRA,Europe,Frankfurt,184,8.86
158.101.139.42,2087,2087,true,NRT,Asia Pacific,Tokyo,142,8.86
150.230.212.9,2082,2082,false,NRT,Asia Pacific,Tokyo,99,8.85
138.2.14.209,2083,2083,true,NRT,Asia Pacific,Tokyo,96,8.85
168.138.211.217,2095,2095,false,NRT,Asia Pacific,Tokyo,89,8.85
150.230.99.173,8880,8880,false,NRT,Asia Pacific,Tokyo,105,8.84
158.179.186.234,2083,2083,true,NRT,Asia Pacific,Tokyo,79,8.84
168.138.194.121,8080,8080,false,NRT,Asia Pacific,Tokyo,103,8.83
158.101.155.158,8880,8880,false,NRT,Asia Pacific,Tokyo,97,8.82
140.238.34.208,8880,8880,false,NRT,Asia Pacific,Tokyo,98,8.82
140.238.58.42,8880,8880,false,NRT,Asia Pacific,Tokyo,99,8.82
151.145.65.203,2082,2082,false,NRT,Asia Pacific,Tokyo,80,8.82
168.138.211.131,2095,2095,false,NRT,Asia Pacific,Tokyo,100,8.81
141.147.164.153,2082,2082,false,NRT,Asia Pacific,Tokyo,99,8.80
158.179.182.19,80,80,false,NRT,Asia Pacific,Tokyo,96,8.80
141.147.167.44,80,80,false,NRT,Asia Pacific,Tokyo,106,8.80
151.145.68.166,2095,2095,false,NRT,Asia Pacific,Tokyo,104,8.79
158.101.149.122,2053,2053,true,NRT,Asia Pacific,Tokyo,97,8.78
168.138.206.236,8880,8880,false,NRT,Asia Pacific,Tokyo,94,8.78
138.2.13.133,8443,8443,true,NRT,Asia Pacific,Tokyo,105,8.77
150.230.216.34,2095,2095,false,NRT,Asia Pacific,Tokyo,103,8.77
141.147.168.159,2052,2052,false,NRT,Asia Pacific,Tokyo,101,8.77
150.230.99.173,2083,2083,true,NRT,Asia Pacific,Tokyo,101,8.77
140.238.39.21,2053,2053,true,NRT,Asia Pacific,Tokyo,116,8.77
151.145.65.203,2095,2095,false,NRT,Asia Pacific,Tokyo,116,8.77
129.146.247.85,2053,443,true,LAX,North America,Los Angeles,203,8.76
168.138.200.159,2053,2053,true,NRT,Asia Pacific,Tokyo,97,8.76
168.138.211.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,130,8.75
131.186.37.191,2086,2086,false,NRT,Asia Pacific,Tokyo,105,8.75
158.179.188.7,2083,2083,true,NRT,Asia Pacific,Tokyo,108,8.75
150.230.98.39,2086,2086,false,NRT,Asia Pacific,Tokyo,79,8.74
158.179.176.239,8443,8443,true,NRT,Asia Pacific,Tokyo,139,8.74
138.2.18.11,2083,2083,true,NRT,Asia Pacific,Tokyo,124,8.74
141.147.181.148,8443,8443,true,NRT,Asia Pacific,Tokyo,105,8.73
141.147.167.40,2087,2087,true,NRT,Asia Pacific,Tokyo,122,8.73
141.147.183.96,2087,2087,true,NRT,Asia Pacific,Tokyo,102,8.73
138.2.151.120,443,443,true,FRA,Europe,Frankfurt,209,8.72
150.230.114.211,443,443,true,FRA,Europe,Frankfurt,204,8.72
143.47.247.228,443,443,true,FRA,Europe,Frankfurt,256,8.72
158.101.146.160,2086,2086,false,NRT,Asia Pacific,Tokyo,84,8.72
140.238.54.149,2053,2053,true,NRT,Asia Pacific,Tokyo,121,8.71
141.147.189.242,80,80,false,NRT,Asia Pacific,Tokyo,99,8.70
158.179.180.233,2083,2083,true,NRT,Asia Pacific,Tokyo,122,8.70
131.186.38.135,2053,2053,true,NRT,Asia Pacific,Tokyo,105,8.69
138.2.6.252,2052,2052,false,NRT,Asia Pacific,Tokyo,87,8.69
168.138.206.236,2087,2087,true,NRT,Asia Pacific,Tokyo,108,8.69
158.101.155.246,8880,8880,false,NRT,Asia Pacific,Tokyo,100,8.69
141.147.186.210,2052,2052,false,NRT,Asia Pacific,Tokyo,99,8.69
150.230.212.213,2086,2086,false,NRT,Asia Pacific,Tokyo,100,8.69
141.147.164.153,2087,2087,true,NRT,Asia Pacific,Tokyo,103,8.68
158.101.149.52,8880,8880,false,NRT,Asia Pacific,Tokyo,102,8.68
138.2.13.200,8080,8080,false,NRT,Asia Pacific,Tokyo,104,8.68
168.138.217.146,2095,2095,false,NRT,Asia Pacific,Tokyo,99,8.67
140.238.35.78,2082,2082,false,NRT,Asia Pacific,Tokyo,86,8.67
130.162.173.106,443,443,true,FRA,Europe,Frankfurt,176,8.67
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,165,8.66
150.230.123.128,443,443,true,FRA,Europe,Frankfurt,195,8.65
168.138.208.164,2086,2086,false,NRT,Asia Pacific,Tokyo,96,8.65
168.138.206.68,2082,2082,false,NRT,Asia Pacific,Tokyo,97,8.64
168.138.198.202,2096,2096,true,NRT,Asia Pacific,Tokyo,98,8.64
141.148.228.52,443,443,true,CDG,Europe,Paris,188,8.64
141.147.170.160,2053,2053,true,NRT,Asia Pacific,Tokyo,104,8.64
138.2.11.179,2087,2087,true,NRT,Asia Pacific,Tokyo,113,8.63
150.230.219.168,2086,2086,false,NRT,Asia Pacific,Tokyo,102,8.63
141.147.186.210,8443,8443,true,NRT,Asia Pacific,Tokyo,138,8.63
151.145.65.8,8443,8443,true,NRT,Asia Pacific,Tokyo,83,8.62
150.230.208.83,2082,2082,false,NRT,Asia Pacific,Tokyo,106,8.61
140.238.62.12,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.61
168.138.206.236,2087,2087,true,NRT,Asia Pacific,Tokyo,104,8.60
158.101.146.160,2083,2083,true,NRT,Asia Pacific,Tokyo,155,8.60
141.147.168.159,2083,2083,true,NRT,Asia Pacific,Tokyo,142,8.60
158.101.155.115,2087,2087,true,NRT,Asia Pacific,Tokyo,98,8.59
158.101.133.129,8880,8880,false,NRT,Asia Pacific,Tokyo,102,8.59
158.101.146.165,2087,2087,true,NRT,Asia Pacific,Tokyo,137,8.59
168.138.200.159,8080,8080,false,NRT,Asia Pacific,Tokyo,99,8.58
141.148.246.37,443,443,true,AMS,Europe,Amsterdam,174,8.58
158.101.137.96,2096,2096,true,NRT,Asia Pacific,Tokyo,164,8.57
168.138.214.62,2083,2083,true,NRT,Asia Pacific,Tokyo,101,8.57
168.138.211.217,2087,2087,true,NRT,Asia Pacific,Tokyo,99,8.57
168.138.196.237,2082,2082,false,NRT,Asia Pacific,Tokyo,109,8.56
141.147.191.132,8880,8880,false,NRT,Asia Pacific,Tokyo,99,8.56
141.147.182.70,2096,2096,true,NRT,Asia Pacific,Tokyo,77,8.55
168.138.197.222,80,80,false,NRT,Asia Pacific,Tokyo,105,8.55
150.230.212.87,2053,2053,true,NRT,Asia Pacific,Tokyo,123,8.54
141.147.178.115,2052,2052,false,NRT,Asia Pacific,Tokyo,98,8.54
168.138.205.38,8080,8080,false,NRT,Asia Pacific,Tokyo,98,8.54
150.230.109.252,2082,2082,false,NRT,Asia Pacific,Tokyo,78,8.54
158.101.136.239,8080,8080,false,NRT,Asia Pacific,Tokyo,100,8.53
150.230.216.117,2082,2082,false,NRT,Asia Pacific,Tokyo,75,8.53
141.147.160.86,2096,2096,true,NRT,Asia Pacific,Tokyo,100,8.53
140.238.39.87,80,80,false,NRT,Asia Pacific,Tokyo,97,8.53
131.186.34.244,2086,2086,false,NRT,Asia Pacific,Tokyo,106,8.52
168.138.198.202,8080,8080,false,NRT,Asia Pacific,Tokyo,88,8.52
140.238.52.81,8880,8880,false,NRT,Asia Pacific,Tokyo,97,8.51
131.186.35.189,2086,2086,false,NRT,Asia Pacific,Tokyo,106,8.51
158.179.186.234,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.51
140.238.35.138,2095,2095,false,NRT,Asia Pacific,Tokyo,108,8.50
141.147.186.210,80,80,false,NRT,Asia Pacific,Tokyo,99,8.50
158.179.186.234,80,80,false,NRT,Asia Pacific,Tokyo,98,8.50
168.138.200.155,2096,2096,true,NRT,Asia Pacific,Tokyo,96,8.49
150.230.107.94,2087,2087,true,NRT,Asia Pacific,Tokyo,105,8.49
158.101.148.221,2082,2082,false,HKG,Asia Pacific,Hong Kong,128,8.49
131.186.35.189,2082,2082,false,NRT,Asia Pacific,Tokyo,109,8.49
141.147.189.242,8443,8443,true,NRT,Asia Pacific,Tokyo,100,8.48
150.230.222.185,2095,2095,false,NRT,Asia Pacific,Tokyo,100,8.48
141.147.169.195,2095,2095,false,NRT,Asia Pacific,Tokyo,98,8.48
141.147.88.216,443,443,true,AMS,Europe,Amsterdam,241,8.47
129.153.119.97,443,0,true,LAX,North America,Los Angeles,176,8.47
132.226.13.229,8443,443,true,NRT,Asia Pacific,Tokyo,92,8.47
151.145.71.40,2086,2086,false,NRT,Asia Pacific,Tokyo,99,8.46
143.47.251.210,443,443,true,FRA,Europe,Frankfurt,189,8.46
150.230.208.83,2087,2087,true,NRT,Asia Pacific,Tokyo,85,8.46
140.238.32.238,2086,2086,false,NRT,Asia Pacific,Tokyo,99,8.46
168.138.198.202,2082,2082,false,NRT,Asia Pacific,Tokyo,77,8.45
168.138.211.131,8080,8080,false,NRT,Asia Pacific,Tokyo,74,8.45
158.101.144.189,8443,8443,true,NRT,Asia Pacific,Tokyo,86,8.45
151.145.74.56,2083,2083,true,NRT,Asia Pacific,Tokyo,102,8.45
168.138.195.31,2082,2082,false,NRT,Asia Pacific,Tokyo,100,8.44
158.179.188.175,2052,2052,false,NRT,Asia Pacific,Tokyo,101,8.44
158.101.142.103,8443,8443,true,NRT,Asia Pacific,Tokyo,170,8.43
138.2.14.209,2095,2095,false,NRT,Asia Pacific,Tokyo,89,8.42
138.2.20.230,2096,2096,true,NRT,Asia Pacific,Tokyo,139,8.42
141.147.164.123,2082,2082,false,NRT,Asia Pacific,Tokyo,101,8.41
158.101.146.165,2086,2086,false,NRT,Asia Pacific,Tokyo,99,8.41
138.2.14.248,2082,2082,false,HKG,Asia Pacific,Hong Kong,152,8.41
158.101.146.165,80,80,false,NRT,Asia Pacific,Tokyo,97,8.40
158.101.133.129,2053,2053,true,NRT,Asia Pacific,Tokyo,104,8.40
151.145.74.56,2095,2095,false,NRT,Asia Pacific,Tokyo,116,8.40
130.162.176.174,443,443,true,FRA,Europe,Frankfurt,197,8.40
158.179.189.106,8443,8443,true,NRT,Asia Pacific,Tokyo,228,8.39
141.147.168.159,2082,2082,false,NRT,Asia Pacific,Tokyo,100,8.39
140.238.39.87,8443,8443,true,NRT,Asia Pacific,Tokyo,76,8.39
140.238.39.87,2086,2086,false,NRT,Asia Pacific,Tokyo,104,8.38
168.138.212.74,2096,2096,true,NRT,Asia Pacific,Tokyo,81,8.37
138.2.12.32,2083,2083,true,NRT,Asia Pacific,Tokyo,119,8.37
141.147.167.40,2086,2086,false,NRT,Asia Pacific,Tokyo,102,8.37
140.238.36.216,8080,8080,false,NRT,Asia Pacific,Tokyo,110,8.37
141.147.164.54,8080,8080,false,NRT,Asia Pacific,Tokyo,101,8.37
151.145.75.28,2053,2053,true,NRT,Asia Pacific,Tokyo,99,8.36
158.101.144.189,8880,8880,false,NRT,Asia Pacific,Tokyo,100,8.36
143.47.188.2,443,443,true,FRA,Europe,Frankfurt,196,8.35
140.83.37.145,8443,8443,true,NRT,Asia Pacific,Tokyo,99,8.35
141.147.169.195,2053,2053,true,NRT,Asia Pacific,Tokyo,78,8.35
158.101.149.52,2096,2096,true,NRT,Asia Pacific,Tokyo,103,8.35
168.138.198.53,2053,2053,true,NRT,Asia Pacific,Tokyo,106,8.35
158.101.149.71,8880,8880,false,NRT,Asia Pacific,Tokyo,108,8.35
150.230.213.95,2086,2086,false,NRT,Asia Pacific,Tokyo,98,8.34
141.147.191.211,2096,2096,true,NRT,Asia Pacific,Tokyo,100,8.33
150.230.221.219,80,80,false,NRT,Asia Pacific,Tokyo,101,8.33
168.138.207.64,8443,8443,true,NRT,Asia Pacific,Tokyo,114,8.33
158.179.176.239,80,80,false,NRT,Asia Pacific,Tokyo,101,8.32
150.230.219.168,8080,8080,false,NRT,Asia Pacific,Tokyo,107,8.32
150.230.221.114,2082,2082,false,NRT,Asia Pacific,Tokyo,101,8.32
140.238.32.184,80,80,false,NRT,Asia Pacific,Tokyo,97,8.32
141.147.183.96,2095,2095,false,NRT,Asia Pacific,Tokyo,96,8.31
168.138.213.210,8443,8443,true,NRT,Asia Pacific,Tokyo,107,8.30
158.101.142.103,8080,8080,false,NRT,Asia Pacific,Tokyo,99,8.29
131.186.34.244,2082,2082,false,NRT,Asia Pacific,Tokyo,112,8.29
150.230.212.213,2082,2082,false,NRT,Asia Pacific,Tokyo,101,8.29
168.138.200.159,2053,2053,true,NRT,Asia Pacific,Tokyo,100,8.29
140.238.50.32,2095,2095,false,NRT,Asia Pacific,Tokyo,91,8.29
141.147.160.86,8080,8080,false,NRT,Asia Pacific,Tokyo,104,8.28
150.230.212.213,80,80,false,NRT,Asia Pacific,Tokyo,106,8.27
141.147.86.28,443,443,true,IAD,North America,Ashburn,187,8.27
158.179.186.251,2053,2053,true,NRT,Asia Pacific,Tokyo,103,8.26
138.2.0.217,8443,8443,true,NRT,Asia Pacific,Tokyo,114,8.26
168.138.212.175,8080,8080,false,NRT,Asia Pacific,Tokyo,98,8.26
141.147.169.195,2083,2083,true,NRT,Asia Pacific,Tokyo,101,8.25
140.238.50.32,2087,2087,true,NRT,Asia Pacific,Tokyo,132,8.24
168.138.205.38,2086,2086,false,NRT,Asia Pacific,Tokyo,98,8.24
168.138.198.53,2082,2082,false,NRT,Asia Pacific,Tokyo,96,8.24
168.138.196.237,2052,2052,false,NRT,Asia Pacific,Tokyo,99,8.24
150.230.208.113,2087,2087,true,NRT,Asia Pacific,Tokyo,87,8.24
141.147.186.210,2086,2086,false,NRT,Asia Pacific,Tokyo,106,8.23
150.230.216.34,2052,2052,false,NRT,Asia Pacific,Tokyo,103,8.23
140.238.61.78,8443,8443,true,NRT,Asia Pacific,Tokyo,113,8.23
168.138.206.236,2053,2053,true,NRT,Asia Pacific,Tokyo,99,8.21
138.2.15.8,2053,2053,true,NRT,Asia Pacific,Tokyo,99,8.21
158.179.182.19,2083,2083,true,NRT,Asia Pacific,Tokyo,125,8.21
140.238.61.224,2087,2087,true,NRT,Asia Pacific,Tokyo,106,8.20
138.2.24.114,2087,2087,true,NRT,Asia Pacific,Tokyo,173,8.20
140.238.54.149,2083,2083,true,NRT,Asia Pacific,Tokyo,106,8.19
140.238.54.184,2096,2096,true,NRT,Asia Pacific,Tokyo,98,8.19
141.147.174.7,2096,2096,true,NRT,Asia Pacific,Tokyo,89,8.18
168.138.212.40,2083,2083,true,NRT,Asia Pacific,Tokyo,98,8.18
150.230.109.138,8443,8443,true,NRT,Asia Pacific,Tokyo,123,8.18
140.238.40.136,2096,2096,true,NRT,Asia Pacific,Tokyo,116,8.17
140.238.52.141,2053,2053,true,NRT,Asia Pacific,Tokyo,99,8.17
131.186.38.135,8443,8443,true,NRT,Asia Pacific,Tokyo,90,8.17
140.238.32.238,2083,2083,true,NRT,Asia Pacific,Tokyo,104,8.16
138.2.25.122,2083,2083,true,NRT,Asia Pacific,Tokyo,138,8.16
140.238.50.99,2053,2053,true,NRT,Asia Pacific,Tokyo,114,8.16
141.147.166.189,8880,8880,false,NRT,Asia Pacific,Tokyo,102,8.15
140.238.54.149,2087,2087,true,NRT,Asia Pacific,Tokyo,141,8.15
141.147.168.13,2053,2053,true,NRT,Asia Pacific,Tokyo,128,8.15
138.2.14.248,8080,8080,false,HKG,Asia Pacific,Hong Kong,141,8.15
168.138.206.109,8443,8443,true,NRT,Asia Pacific,Tokyo,91,8.15
141.147.164.123,2096,2096,true,NRT,Asia Pacific,Tokyo,109,8.15
138.2.8.232,2096,2096,true,NRT,Asia Pacific,Tokyo,166,8.14
138.2.14.164,80,80,false,NRT,Asia Pacific,Tokyo,100,8.14
138.2.9.66,8443,8443,true,NRT,Asia Pacific,Tokyo,108,8.14
150.230.124.229,443,443,true,CDG,Europe,Paris,232,8.14
138.2.20.230,8443,8443,true,NRT,Asia Pacific,Tokyo,103,8.14
140.238.207.22,80,80,false,SYD,Oceania,Sydney,221,8.14
151.145.74.56,2096,2096,true,NRT,Asia Pacific,Tokyo,116,8.14
150.230.104.197,2052,2052,false,NRT,Asia Pacific,Tokyo,101,8.13
168.138.200.159,2096,2096,true,NRT,Asia Pacific,Tokyo,96,8.13
141.147.174.190,2082,2082,false,NRT,Asia Pacific,Tokyo,113,8.13
168.138.205.195,8443,8443,true,NRT,Asia Pacific,Tokyo,97,8.13
158.101.139.42,8880,8880,false,NRT,Asia Pacific,Tokyo,101,8.13
141.147.178.135,2082,2082,false,HKG,Asia Pacific,Hong Kong,155,8.12
141.147.191.211,8880,8880,false,NRT,Asia Pacific,Tokyo,77,8.12
158.101.145.246,80,80,false,NRT,Asia Pacific,Tokyo,98,8.11
131.186.34.244,2083,2083,true,NRT,Asia Pacific,Tokyo,104,8.11
158.101.149.122,2082,2082,false,NRT,Asia Pacific,Tokyo,105,8.11
168.138.212.175,2053,2053,true,NRT,Asia Pacific,Tokyo,89,8.09
141.147.182.70,2053,2053,true,NRT,Asia Pacific,Tokyo,105,8.08
150.230.216.34,8880,8880,false,NRT,Asia Pacific,Tokyo,97,8.08
141.147.29.173,443,443,true,AMS,Europe,Amsterdam,169,8.08
158.101.158.251,80,80,false,NRT,Asia Pacific,Tokyo,76,8.07
150.230.208.83,2083,2083,true,NRT,Asia Pacific,Tokyo,102,8.07
141.147.166.189,2082,2082,false,NRT,Asia Pacific,Tokyo,97,8.07
140.238.51.184,8080,8080,false,NRT,Asia Pacific,Tokyo,96,8.07
150.230.212.9,2096,2096,true,NRT,Asia Pacific,Tokyo,100,8.06
150.230.208.83,2052,2052,false,NRT,Asia Pacific,Tokyo,100,8.06
141.147.191.211,2086,2086,false,NRT,Asia Pacific,Tokyo,98,8.05
140.238.54.184,2095,2095,false,NRT,Asia Pacific,Tokyo,78,8.05
158.101.144.34,2053,2053,true,NRT,Asia Pacific,Tokyo,105,8.05
151.145.68.166,2096,2096,true,NRT,Asia Pacific,Tokyo,104,8.05
150.230.212.9,2095,2095,false,NRT,Asia Pacific,Tokyo,97,8.05
132.145.247.27,443,443,true,FRA,Europe,Frankfurt,167,8.05
131.186.37.69,2096,2096,true,NRT,Asia Pacific,Tokyo,110,8.04
168.138.208.17,2087,2087,true,NRT,Asia Pacific,Tokyo,96,8.04
140.238.44.27,443,443,true,NRT,Asia Pacific,Tokyo,157,8.03
158.101.92.156,8080,0,false,NRT,Asia Pacific,Tokyo,101,8.02
140.238.54.184,2052,2052,false,NRT,Asia Pacific,Tokyo,103,8.02
140.238.54.164,2083,2083,true,NRT,Asia Pacific,Tokyo,84,8.01
140.238.48.97,2086,2086,false,NRT,Asia Pacific,Tokyo,106,8.00
158.101.150.126,2096,2096,true,NRT,Asia Pacific,Tokyo,104,7.99
151.145.70.28,2095,2095,false,NRT,Asia Pacific,Tokyo,86,7.98
140.238.38.245,2087,2087,true,NRT,Asia Pacific,Tokyo,133,7.98
131.186.34.11,2052,2052,false,NRT,Asia Pacific,Tokyo,99,7.98
151.145.70.28,8443,8443,true,NRT,Asia Pacific,Tokyo,108,7.97
150.230.207.53,2087,2087,true,NRT,Asia Pacific,Tokyo,128,7.96
168.138.208.17,8443,8443,true,NRT,Asia Pacific,Tokyo,100,7.96
140.238.50.99,8880,8880,false,NRT,Asia Pacific,Tokyo,76,7.95
141.147.167.44,8880,8880,false,NRT,Asia Pacific,Tokyo,100,7.95
158.179.188.159,8080,8080,false,NRT,Asia Pacific,Tokyo,110,7.94
140.238.32.184,2083,2083,true,NRT,Asia Pacific,Tokyo,122,7.94
140.238.52.81,8443,8443,true,NRT,Asia Pacific,Tokyo,114,7.94
131.186.35.189,8443,8443,true,NRT,Asia Pacific,Tokyo,107,7.94
141.147.186.210,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.94
158.101.155.246,80,80,false,NRT,Asia Pacific,Tokyo,97,7.93
140.238.54.164,80,80,false,NRT,Asia Pacific,Tokyo,85,7.93
168.138.207.64,8880,8880,false,NRT,Asia Pacific,Tokyo,84,7.93
168.138.196.237,8443,8443,true,NRT,Asia Pacific,Tokyo,104,7.92
140.238.39.21,8080,8080,false,NRT,Asia Pacific,Tokyo,100,7.92
150.230.220.232,8443,8443,true,NRT,Asia Pacific,Tokyo,99,7.91
89.168.94.182,443,443,true,FRA,Europe,Frankfurt,166,7.90
158.101.131.218,2053,2053,true,NRT,Asia Pacific,Tokyo,102,7.90
150.230.101.13,8443,8443,true,NRT,Asia Pacific,Tokyo,107,7.88
140.238.32.184,2087,2087,true,NRT,Asia Pacific,Tokyo,128,7.88
158.101.150.74,2086,2086,false,NRT,Asia Pacific,Tokyo,100,7.88
168.138.207.64,2096,2096,true,NRT,Asia Pacific,Tokyo,101,7.87
141.147.162.204,2082,2082,false,NRT,Asia Pacific,Tokyo,77,7.87
150.230.108.135,2052,2052,false,NRT,Asia Pacific,Tokyo,103,7.87
158.179.180.233,2096,2096,true,NRT,Asia Pacific,Tokyo,105,7.86
168.138.215.188,2086,2086,false,NRT,Asia Pacific,Tokyo,97,7.86
151.145.71.40,2082,2082,false,NRT,Asia Pacific,Tokyo,83,7.85
150.230.213.95,80,80,false,NRT,Asia Pacific,Tokyo,98,7.85
140.238.52.141,8080,8080,false,NRT,Asia Pacific,Tokyo,97,7.85
168.138.192.185,2053,2053,true,NRT,Asia Pacific,Tokyo,77,7.84
150.230.98.39,2087,2087,true,NRT,Asia Pacific,Tokyo,105,7.84
158.101.158.238,2095,2095,false,NRT,Asia Pacific,Tokyo,100,7.84
131.186.35.189,80,80,false,NRT,Asia Pacific,Tokyo,97,7.83
140.238.54.149,2052,2052,false,NRT,Asia Pacific,Tokyo,97,7.82
168.138.207.64,2083,2083,true,NRT,Asia Pacific,Tokyo,101,7.82
150.230.221.114,2052,2052,false,NRT,Asia Pacific,Tokyo,99,7.81
193.123.74.12,2087,443,true,MXP,Europe,Milan,139,7.81
158.179.178.142,2053,2053,true,NRT,Asia Pacific,Tokyo,83,7.80
168.138.211.217,2082,2082,false,NRT,Asia Pacific,Tokyo,77,7.80
150.230.212.87,8080,8080,false,NRT,Asia Pacific,Tokyo,100,7.79
140.238.60.71,2053,2053,true,NRT,Asia Pacific,Tokyo,97,7.79
168.138.195.31,2096,2096,true,NRT,Asia Pacific,Tokyo,81,7.78
150.230.219.83,2095,2095,false,NRT,Asia Pacific,Tokyo,76,7.78
158.101.154.70,80,80,false,NRT,Asia Pacific,Tokyo,101,7.78
168.138.202.145,2096,2096,true,NRT,Asia Pacific,Tokyo,121,7.78
168.138.206.68,2087,2087,true,NRT,Asia Pacific,Tokyo,84,7.78
140.238.41.253,80,80,false,NRT,Asia Pacific,Tokyo,80,7.77
168.138.192.185,2087,2087,true,NRT,Asia Pacific,Tokyo,95,7.76
158.101.146.165,8880,8880,false,NRT,Asia Pacific,Tokyo,101,7.76
158.179.180.233,2087,2087,true,NRT,Asia Pacific,Tokyo,107,7.76
138.2.11.179,2096,2096,true,NRT,Asia Pacific,Tokyo,144,7.75
141.147.168.159,8443,8443,true,NRT,Asia Pacific,Tokyo,97,7.75
